Index,URL,Text,Type,Domain,Is External
29,https://medium.com/@shivambhadani_?source=post_page---post_author_info--f06cdc80a1fc---------------------------------------,,link,medium.com,false
30,https://medium.com/@shivambhadani_?source=post_page---post_author_info--f06cdc80a1fc---------------------------------------,,link,medium.com,false
31,https://medium.com/@shivambhadani_?source=post_page---post_author_info--f06cdc80a1fc---------------------------------------,Written by Shivam Bhadani,link,medium.com,false
32,https://medium.com/@shivambhadani_/followers?source=post_page---post_author_info--f06cdc80a1fc---------------------------------------,3.8K followers,link,medium.com,false
33,https://medium.com/@shivambhadani_/following?source=post_page---post_author_info--f06cdc80a1fc---------------------------------------,30 following,link,medium.com,false
34,https://policy.medium.com/medium-rules-30e5502c4eb4?source=post_page---post_responses--f06cdc80a1fc---------------------------------------,,link,policy.medium.com,true
35,https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40shivambhadani_%2Faws-part-1-introduction-to-cloud-and-ec2-f06cdc80a1fc&source=---post_responses--f06cdc80a1fc---------------------respond_sidebar------------------,What are your thoughts?,link,medium.com,false
36,https://medium.com/@vikwaso?source=post_page---post_responses--f06cdc80a1fc----0-----------------------------------,,link,medium.com,false
37,https://medium.com/@vikwaso?source=post_page---post_responses--f06cdc80a1fc----0-----------------------------------,Victor wasonga onyango,link,medium.com,false
38,https://medium.com/@vikwaso/have-read-and-clapped-to-your-article-please-let-the-community-grow-clapp-read-react-and-also-dddb7b4d4d1b?source=post_page---post_responses--f06cdc80a1fc----0-----------------------------------,"Aug 16, 2024",link,medium.com,false
39,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2Fdddb7b4d4d1b&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40vikwaso%2Fhave-read-and-clapped-to-your-article-please-let-the-community-grow-clapp-read-react-and-also-dddb7b4d4d1b&user=Victor+wasonga+onyango&userId=903d943149dc&source=---post_responses--dddb7b4d4d1b----0-----------------respond_sidebar------------------,,link,medium.com,false
40,https://medium.com/@vikwaso?source=post_page---post_responses--f06cdc80a1fc----1-----------------------------------,,link,medium.com,false
41,https://medium.com/@vikwaso?source=post_page---post_responses--f06cdc80a1fc----1-----------------------------------,Victor wasonga onyango,link,medium.com,false
42,https://medium.com/@vikwaso/https-medium-com-admiring-multipotentiality-terraform-custom-modules-to-build-provision-and-deploy-4b197a7117a5?source=post_page---post_responses--f06cdc80a1fc----1-----------------------------------,"Aug 16, 2024",link,medium.com,false
43,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2F4b197a7117a5&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40vikwaso%2Fhttps-medium-com-admiring-multipotentiality-terraform-custom-modules-to-build-provision-and-deploy-4b197a7117a5&user=Victor+wasonga+onyango&userId=903d943149dc&source=---post_responses--4b197a7117a5----1-----------------respond_sidebar------------------,,link,medium.com,false
44,https://medium.com/@random230user?source=post_page---post_responses--f06cdc80a1fc----2-----------------------------------,,link,medium.com,false
45,https://medium.com/@random230user?source=post_page---post_responses--f06cdc80a1fc----2-----------------------------------,random230,link,medium.com,false
46,https://medium.com/@random230user/great-bro-48ef98f14dbc?source=post_page---post_responses--f06cdc80a1fc----2-----------------------------------,"Sep 14, 2024",link,medium.com,false
47,https://medium.com/m/signin?actionUrl=https%3A%2F%2Fmedium.com%2F_%2Fvote%2Fp%2F48ef98f14dbc&operation=register&redirect=https%3A%2F%2Fmedium.com%2F%40random230user%2Fgreat-bro-48ef98f14dbc&user=random230&userId=edc4aca68fda&source=---post_responses--48ef98f14dbc----2-----------------respond_sidebar------------------,,link,medium.com,false
48,https://medium.com/@shivambhadani_?source=post_page---author_recirc--f06cdc80a1fc----0---------------------e6ea4759_f9f8_4719_a335_457d72b8a4ec--------------,,link,medium.com,false
49,https://medium.com/@shivambhadani_?source=post_page---author_recirc--f06cdc80a1fc----0---------------------e6ea4759_f9f8_4719_a335_457d72b8a4ec--------------,Shivam Bhadani,link,medium.com,false
50,https://medium.com/@shivambhadani_/system-design-for-beginners-everything-you-need-in-one-article-c74eb702540b?source=post_page---author_recirc--f06cdc80a1fc----0---------------------e6ea4759_f9f8_4719_a335_457d72b8a4ec--------------,System Design For Beginners: Everything You Need in One ArticleOne shot solution for any System Design Interview.,link,medium.com,false
